Região;Sigla_UF;UF;Código_IBGE_Município;Município;Tipo_Crime;Mês;Mês_Ano;PC-Qtde_Ocorrências
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Lesão corporal seguida de morte;06;06/2010;1
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;01;01/2010;7
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;02;02/2010;8
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;03;03/2010;5
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;04;04/2010;9
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;05;05/2010;8
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;06;06/2010;5
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;07;07/2010;7
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;08;08/2010;9
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;09;09/2010;6
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;10;10/2010;3
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;11;11/2010;5
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo de veículo;12;12/2010;13
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo seguido de morte (latrocínio);07;07/2010;1
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo seguido de morte (latrocínio);08;08/2010;1
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo seguido de morte (latrocínio);09;09/2010;1
SUDESTE;RJ;Rio de Janeiro;3302007;Itaguaí;Roubo seguido de morte (latrocínio);12;12/2010;2
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;01;01/2010;4
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;02;02/2010;3
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;03;03/2010;5
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;04;04/2010;3
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;05;05/2010;4
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;06;06/2010;3
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;07;07/2010;3
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;08;08/2010;4
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;09;09/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;10;10/2010;4
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;11;11/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Estupro;12;12/2010;5
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Furto de veículo;01;01/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Furto de veículo;02;02/2010;2
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Furto de veículo;05;05/2010;2
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Furto de veículo;08;08/2010;2
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Furto de veículo;10;10/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Furto de veículo;12;12/2010;4
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;01;01/2010;5
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;02;02/2010;5
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;03;03/2010;4
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;04;04/2010;5
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;05;05/2010;5
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;06;06/2010;5
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;07;07/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;08;08/2010;4
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;09;09/2010;6
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;10;10/2010;5
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;11;11/2010;4
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Homicídio doloso;12;12/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Roubo de veículo;02;02/2010;2
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Roubo de veículo;03;03/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Roubo de veículo;05;05/2010;3
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Roubo de veículo;08;08/2010;2
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Roubo de veículo;11;11/2010;2
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Roubo de veículo;12;12/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Roubo seguido de morte (latrocínio);05;05/2010;1
SUDESTE;RJ;Rio de Janeiro;3302270;Japeri;Roubo seguido de morte (latrocínio);10;10/2010;1
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;01;01/2010;2
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;02;02/2010;3
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;03;03/2010;2
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;04;04/2010;6
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;05;05/2010;3
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;06;06/2010;1
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;07;07/2010;3
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;08;08/2010;7
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;09;09/2010;4
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;10;10/2010;12
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;11;11/2010;9
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Estupro;12;12/2010;7
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;01;01/2010;22
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;02;02/2010;26
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;03;03/2010;28
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;04;04/2010;41
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;05;05/2010;31
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;06;06/2010;42
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;07;07/2010;56
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;08;08/2010;30
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;09;09/2010;17
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;10;10/2010;26
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;11;11/2010;24
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Furto de veículo;12;12/2010;18
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;01;01/2010;5
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;02;02/2010;6
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;03;03/2010;9
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;04;04/2010;8
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;05;05/2010;9
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;06;06/2010;12
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;07;07/2010;9
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;08;08/2010;11
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;09;09/2010;6
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;10;10/2010;5
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;11;11/2010;7
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Homicídio doloso;12;12/2010;5
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;01;01/2010;4
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;02;02/2010;9
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;03;03/2010;12
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;04;04/2010;17
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;05;05/2010;21
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;06;06/2010;9
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;07;07/2010;25
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;08;08/2010;14
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;09;09/2010;13
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;10;10/2010;14
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;11;11/2010;19
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo de veículo;12;12/2010;14
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo seguido de morte (latrocínio);03;03/2010;1
SUDESTE;RJ;Rio de Janeiro;3302403;Macaé;Roubo seguido de morte (latrocínio);07;07/2010;2
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;01;01/2010;14
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;02;02/2010;12
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;03;03/2010;7
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;04;04/2010;7
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;05;05/2010;8
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;06;06/2010;3
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;07;07/2010;11
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;08;08/2010;4
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;09;09/2010;5
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;10;10/2010;7
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;11;11/2010;10
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Estupro;12;12/2010;8
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;01;01/2010;18
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;02;02/2010;18
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;03;03/2010;14
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;04;04/2010;15
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;05;05/2010;8
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;06;06/2010;9
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;07;07/2010;9
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;08;08/2010;10
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;09;09/2010;12
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;10;10/2010;16
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;11;11/2010;8
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Furto de veículo;12;12/2010;9
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;01;01/2010;8
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;02;02/2010;7
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;03;03/2010;6
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;04;04/2010;3
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;05;05/2010;8
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;06;06/2010;4
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;07;07/2010;2
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;08;08/2010;5
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;09;09/2010;4
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;10;10/2010;5
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;11;11/2010;5
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Homicídio doloso;12;12/2010;8
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Lesão corporal seguida de morte;05;05/2010;1
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Lesão corporal seguida de morte;10;10/2010;2
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;01;01/2010;6
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;02;02/2010;13
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;03;03/2010;18
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;04;04/2010;12
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;05;05/2010;14
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;06;06/2010;11
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;07;07/2010;11
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;08;08/2010;10
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;09;09/2010;11
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;10;10/2010;18
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;11;11/2010;12
SUDESTE;RJ;Rio de Janeiro;3302502;Magé;Roubo de veículo;12;12/2010;14
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;01;01/2010;4
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;02;02/2010;4
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;03;03/2010;3
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;04;04/2010;4
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;05;05/2010;5
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;06;06/2010;2
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;08;08/2010;2
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;09;09/2010;1
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;10;10/2010;5
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Estupro;12;12/2010;1
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;01;01/2010;11
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;02;02/2010;14
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;03;03/2010;14
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;04;04/2010;8
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;05;05/2010;10
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;06;06/2010;9
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;07;07/2010;6
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;08;08/2010;15
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;09;09/2010;9
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;10;10/2010;8
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;11;11/2010;9
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Furto de veículo;12;12/2010;5
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;01;01/2010;3
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;02;02/2010;1
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;03;03/2010;4
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;04;04/2010;3
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;05;05/2010;2
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;06;06/2010;3
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;08;08/2010;2
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;09;09/2010;2
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;10;10/2010;2
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Homicídio doloso;12;12/2010;3
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;01;01/2010;11
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;02;02/2010;6
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;03;03/2010;9
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;04;04/2010;9
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;05;05/2010;6
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;06;06/2010;4
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;07;07/2010;5
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;08;08/2010;7
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;09;09/2010;5
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;10;10/2010;8
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;11;11/2010;12
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo de veículo;12;12/2010;15
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo seguido de morte (latrocínio);03;03/2010;2
SUDESTE;RJ;Rio de Janeiro;3302700;Maricá;Roubo seguido de morte (latrocínio);05;05/2010;1
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;01;01/2010;3
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;02;02/2010;3
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;03;03/2010;5
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;04;04/2010;8
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;05;05/2010;3
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;06;06/2010;2
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;07;07/2010;6
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;08;08/2010;10
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;09;09/2010;8
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;10;10/2010;3
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;11;11/2010;4
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Estupro;12;12/2010;2
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;01;01/2010;10
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;02;02/2010;11
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;03;03/2010;13
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;04;04/2010;15
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;05;05/2010;10
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;06;06/2010;7
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;07;07/2010;6
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;08;08/2010;16
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;09;09/2010;10
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;10;10/2010;23
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;11;11/2010;13
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Furto de veículo;12;12/2010;10
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;01;01/2010;6
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;02;02/2010;6
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;03;03/2010;9
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;04;04/2010;5
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;05;05/2010;8
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;06;06/2010;6
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;07;07/2010;4
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;09;09/2010;5
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;10;10/2010;7
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;11;11/2010;8
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Homicídio doloso;12;12/2010;6
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Lesão corporal seguida de morte;06;06/2010;1
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Lesão corporal seguida de morte;08;08/2010;1
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Lesão corporal seguida de morte;10;10/2010;1
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;01;01/2010;16
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;02;02/2010;19
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;03;03/2010;29
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;04;04/2010;19
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;05;05/2010;16
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;06;06/2010;21
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;07;07/2010;21
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;08;08/2010;11
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;09;09/2010;11
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;10;10/2010;17
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;11;11/2010;13
SUDESTE;RJ;Rio de Janeiro;3302858;Mesquita;Roubo de veículo;12;12/2010;9
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;01;01/2010;4
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;02;02/2010;9
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;03;03/2010;3
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;04;04/2010;10
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;05;05/2010;3
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;06;06/2010;3
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;07;07/2010;1
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;08;08/2010;3
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;09;09/2010;4
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;11;11/2010;9
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Estupro;12;12/2010;12
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;01;01/2010;23
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;02;02/2010;24
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;03;03/2010;18
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;04;04/2010;17
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;05;05/2010;23
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;06;06/2010;22
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;07;07/2010;9
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;08;08/2010;12
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;09;09/2010;10
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;10;10/2010;13
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;11;11/2010;5
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Furto de veículo;12;12/2010;14
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;01;01/2010;2
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;02;02/2010;4
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;03;03/2010;8
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;04;04/2010;3
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;05;05/2010;3
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;06;06/2010;2
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;07;07/2010;3
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;08;08/2010;2
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;09;09/2010;1
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;10;10/2010;7
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;11;11/2010;6
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Homicídio doloso;12;12/2010;5
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Roubo de veículo;01;01/2010;35
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Roubo de veículo;02;02/2010;25
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Roubo de veículo;03;03/2010;26
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Roubo de veículo;04;04/2010;24
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Roubo de veículo;05;05/2010;28
SUDESTE;RJ;Rio de Janeiro;3303203;Nilópolis;Roubo de veículo;06;06/2010;18
